epoch,iteration,lr,l_pix,l_kd_t1,l_kd_t2,l_kd
0,1200,0.0001,0.13935,0.022038,0.02226,0.022149
0,1300,0.0001,0.12382,0.020991,0.021015,0.021003
0,1400,0.0001,0.13836,0.023518,0.023555,0.023536
0,1500,0.0001,0.13229,0.020762,0.021007,0.020885
0,1600,0.0001,0.16992,0.027698,0.028029,0.027864
0,1700,0.0001,0.13547,0.021239,0.021431,0.021335
0,1800,0.0001,0.14994,0.02431,0.02469,0.0245
0,1900,0.0001,0.1218,0.019621,0.019725,0.019673
0,2000,0.0001,0.11089,0.016912,0.017103,0.017007
0,2100,0.0001,0.13614,0.023766,0.023924,0.023845
0,2200,0.0001,0.10327,0.018041,0.018156,0.018098
0,2300,0.0001,0.11923,0.017594,0.017662,0.017628
0,2400,0.0001,0.099655,0.015714,0.015904,0.015809
0,2500,0.0001,0.13747,0.021314,0.021692,0.021503
0,2600,0.0001,0.14037,0.022556,0.022672,0.022614
0,2700,0.0001,0.11426,0.018351,0.018589,0.01847
0,2800,0.0001,0.1333,0.022471,0.022696,0.022584
0,2900,0.0001,0.12699,0.016964,0.017264,0.017114
0,3000,0.0001,0.1045,0.01625,0.016399,0.016324
0,3100,0.0001,0.11064,0.018649,0.018726,0.018687
0,3200,0.0001,0.10615,0.017807,0.017899,0.017853
0,3300,0.0001,0.13548,0.021288,0.021415,0.021352
1,3400,0.0001,0.11496,0.01897,0.019108,0.019039
1,3500,0.0001,0.093879,0.014967,0.014999,0.014983
1,3600,0.0001,0.10426,0.015529,0.015696,0.015612
1,3700,0.0001,0.12221,0.019201,0.019427,0.019314
1,3800,0.0001,0.095489,0.015388,0.015423,0.015406
1,3900,0.0001,0.1155,0.01794,0.018277,0.018108
1,4000,0.0001,0.11031,0.017897,0.017987,0.017942
1,4100,0.0001,0.12671,0.017426,0.018014,0.01772
1,4200,0.0001,0.11395,0.01498,0.01517,0.015075
1,4300,0.0001,0.11412,0.018754,0.01904,0.018897
1,4400,0.0001,0.10581,0.015874,0.016185,0.01603
1,4500,0.0001,0.098545,0.014144,0.014312,0.014228
1,4600,0.0001,0.089748,0.014155,0.014167,0.014161
1,4700,0.0001,0.1146,0.017371,0.017545,0.017458
1,4800,0.0001,0.11455,0.019052,0.019393,0.019222
1,4900,0.0001,0.10132,0.014946,0.015176,0.015061
1,5000,0.0001,0.094253,0.013522,0.013653,0.013587
1,5100,0.0001,0.11443,0.016802,0.016953,0.016877
1,5200,0.0001,0.099495,0.015929,0.016197,0.016063
1,5300,0.0001,0.091788,0.013283,0.013628,0.013455
1,5400,0.0001,0.10063,0.016127,0.016561,0.016344
1,5500,0.0001,0.097473,0.012628,0.012767,0.012697
1,5600,0.0001,0.11365,0.015762,0.016386,0.016074
1,5700,0.0001,0.11421,0.016649,0.016772,0.016711
1,5800,0.0001,0.13067,0.021021,0.021208,0.021114
1,5900,0.0001,0.1038,0.013419,0.013603,0.013511
1,6000,0.0001,0.098245,0.015414,0.015636,0.015525
1,6100,0.0001,0.097081,0.012402,0.012748,0.012575
1,6200,0.0001,0.11873,0.017647,0.017838,0.017743
1,6300,0.0001,0.092004,0.012273,0.012513,0.012393
1,6400,0.0001,0.09206,0.012774,0.013054,0.012914
1,6500,0.0001,0.096058,0.013649,0.013844,0.013747
1,6600,0.0001,0.098417,0.014234,0.014361,0.014297
2,6700,0.0001,0.10898,0.01605,0.016063,0.016056
2,6800,0.0001,0.10238,0.013954,0.014074,0.014014
2,6900,0.0001,0.093976,0.013503,0.013826,0.013664
2,7000,0.0001,0.10627,0.016937,0.017341,0.017139
2,7100,0.0001,0.11001,0.014528,0.014686,0.014607
2,7200,0.0001,0.098346,0.013285,0.013466,0.013375
2,7300,0.0001,0.097503,0.013936,0.014059,0.013997
2,7400,0.0001,0.11494,0.01635,0.016566,0.016458
2,7500,0.0001,0.085426,0.012902,0.012895,0.012898
2,7600,0.0001,0.088667,0.012472,0.012568,0.01252
2,7700,0.0001,0.080211,0.011288,0.011344,0.011316
2,7800,0.0001,0.083181,0.011138,0.011243,0.011191
2,7900,0.0001,0.093915,0.012146,0.012251,0.012198
2,8000,0.0001,0.10008,0.01438,0.014577,0.014478
2,8100,0.0001,0.071239,0.010057,0.010078,0.010067
2,8200,0.0001,0.12004,0.016089,0.016226,0.016157
2,8300,0.0001,0.10449,0.01352,0.013588,0.013554
2,8400,0.0001,0.10219,0.015561,0.015697,0.015629
2,8500,0.0001,0.078903,0.010982,0.011101,0.011041
2,8600,0.0001,0.11561,0.017437,0.017551,0.017494
2,8700,0.0001,0.10572,0.013486,0.01381,0.013648
2,8800,0.0001,0.12039,0.017777,0.017924,0.01785
2,8900,0.0001,0.077772,0.01044,0.010545,0.010493
2,9000,0.0001,0.07417,0.010583,0.010678,0.01063
2,9100,0.0001,0.089101,0.012005,0.012028,0.012017
2,9200,0.0001,0.087596,0.011019,0.011076,0.011048
2,9300,0.0001,0.11954,0.016165,0.016469,0.016317
2,9400,0.0001,0.094777,0.01092,0.010995,0.010958
2,9500,0.0001,0.11215,0.014741,0.014877,0.014809
2,9600,0.0001,0.10965,0.014192,0.014484,0.014338
2,9700,0.0001,0.098326,0.013331,0.013835,0.013583
2,9800,0.0001,0.083255,0.011639,0.011947,0.011793
2,9900,0.0001,0.084979,0.01044,0.010688,0.010564
3,10000,0.0001,0.1036,0.013968,0.014114,0.014041
3,10100,1e-05,0.091491,0.010861,0.010994,0.010928
3,10200,1e-05,0.082832,0.010373,0.010619,0.010496
3,10300,1e-05,0.10536,0.011624,0.011941,0.011782
3,10400,1e-05,0.079421,0.0097809,0.0099823,0.0098816
3,10500,1e-05,0.086884,0.0098358,0.010099,0.0099674
3,10600,1e-05,0.06005,0.0062789,0.0063029,0.0062909
3,10700,1e-05,0.089151,0.0106,0.010786,0.010693
3,10800,1e-05,0.083932,0.0095776,0.0097527,0.0096652
3,10900,1e-05,0.084771,0.008785,0.0096364,0.0092107
3,11000,1e-05,0.095628,0.01184,0.01202,0.01193
3,11100,1e-05,0.085218,0.0097293,0.0099126,0.0098209
3,11200,1e-05,0.062434,0.0078832,0.0080441,0.0079636
3,11300,1e-05,0.084947,0.009435,0.0095319,0.0094835
3,11400,1e-05,0.1204,0.014006,0.014434,0.01422
3,11500,1e-05,0.078824,0.0093653,0.0094828,0.0094241
3,11600,1e-05,0.10846,0.015212,0.015875,0.015543
3,11700,1e-05,0.1094,0.013749,0.01404,0.013894
3,11800,1e-05,0.062657,0.0072595,0.0073677,0.0073136
3,11900,1e-05,0.076982,0.008984,0.0090937,0.0090389
3,12000,1e-05,0.095214,0.011485,0.011638,0.011562
3,12100,1e-05,0.096717,0.011598,0.01179,0.011694
3,12200,1e-05,0.084926,0.01003,0.010351,0.010191
3,12300,1e-05,0.068375,0.0074001,0.0075519,0.007476
3,12400,1e-05,0.11536,0.013623,0.013979,0.013801
3,12500,1e-05,0.064608,0.0074334,0.0077337,0.0075836
3,12600,1e-05,0.11508,0.014276,0.014808,0.014542
3,12700,1e-05,0.10097,0.011725,0.012198,0.011962
3,12800,1e-05,0.077215,0.008716,0.0088371,0.0087766
3,12900,1e-05,0.097448,0.011989,0.012257,0.012123
3,13000,1e-05,0.057119,0.0054412,0.0054618,0.0054515
